district,divisional_secretariat,gn_division
Gampaha,Divulapitiya,Polhena
Gampaha,Divulapitiya,Mellawagedara
Gampaha,Divulapitiya,Diklanda
Gampaha,Divulapitiya,Katukenda
Gampaha,Divulapitiya,Akarangaha
Gampaha,Divulapitiya,"Kehelella West"
Gampaha,Divulapitiya,Lihiniyagammana
Gampaha,Divulapitiya,"Akaragama East"
Gampaha,Divulapitiya,"Akaragama West"
Gampaha,Divulapitiya,"Akaragama North"
Gampaha,Divulapitiya,"Pahala Madampalla"
Gampaha,Divulapitiya,Halpe
Gampaha,Divulapitiya,"Kaluwarippuwa East- North"
Gampaha,Divulapitiya,"Kongodamulla North"
Gampaha,Divulapitiya,"Kongodamulla West "
Gampaha,Divulapitiya,"Kongodamulla South"
Gampaha,Divulapitiya,"Kongodamulla East"
Gampaha,Divulapitiya,"Ihala Madampalla North"
Gampaha,Divulapitiya,"Ihala Madampalla West"
Gampaha,Divulapitiya,"Ihala Madampalla East "
Gampaha,Divulapitiya,Ihalagama
Gampaha,Divulapitiya,"Kehelella South"
Gampaha,Divulapitiya,"Kehelella North"
Gampaha,Divulapitiya,Delwagura
Gampaha,Divulapitiya,Wekada
Gampaha,Divulapitiya,Kalumada
Gampaha,Divulapitiya,Agalegedara
Gampaha,Divulapitiya,Waradala
Gampaha,Divulapitiya,Kotadeniyawa
Gampaha,Divulapitiya,"Erabadda "
Gampaha,Divulapitiya,Diyagampala
Gampaha,Divulapitiya,Koradaminna
Gampaha,Divulapitiya,Dimbuldeniya
Gampaha,Divulapitiya,"Paragoda North"
Gampaha,Divulapitiya,"Paragoda South"
Gampaha,Divulapitiya,Moragalkanda
Gampaha,Divulapitiya,"Nawana West"
Gampaha,Divulapitiya,"Hettimulla "
Gampaha,Divulapitiya,Haloluwa
Gampaha,Divulapitiya,Kelegedara
Gampaha,Divulapitiya,Heeralugedara
Gampaha,Divulapitiya,Walpita
Gampaha,Divulapitiya,Welagana
Gampaha,Divulapitiya,Thammita
Gampaha,Divulapitiya,"Palliyapitiya West"
Gampaha,Divulapitiya,"Induragara North"
Gampaha,Divulapitiya,"Induragara South"
Gampaha,Divulapitiya,"Kadawala North"
Gampaha,Divulapitiya,Kadawala
Gampaha,Divulapitiya,"Kaluwarippuwa East -South"
Gampaha,Divulapitiya,Miriswatta
Gampaha,Divulapitiya,"Dagonna North"
Gampaha,Divulapitiya,"Dagonna East"
Gampaha,Divulapitiya,"Halgahawelawatta "
Gampaha,Divulapitiya,"Katuwellegama North"
Gampaha,Divulapitiya,"Kadawala South"
Gampaha,Divulapitiya,Batepola
Gampaha,Divulapitiya,"Doonagaha South"
Gampaha,Divulapitiya,Doonagaha
Gampaha,Divulapitiya,"Palliyapitiya East"
Gampaha,Divulapitiya,Hunumulla
Gampaha,Divulapitiya,"Hapugahagama "
Gampaha,Divulapitiya,Balawavila
Gampaha,Divulapitiya,"Kudagammana "
Gampaha,Divulapitiya,"Pahala Madithiyawala"
Gampaha,Divulapitiya,Kaluaggala
Gampaha,Divulapitiya,Kuleegedara
Gampaha,Divulapitiya,"Nawana East"
Gampaha,Divulapitiya,Nariyamulla
Gampaha,Divulapitiya,Halpe
Gampaha,Divulapitiya,"Parana Halpe West"
Gampaha,Divulapitiya,"Parana Halpe East"
Gampaha,Divulapitiya,Gurullagama
Gampaha,Divulapitiya,"Kithulwala Ihala"
Gampaha,Divulapitiya,"Kithulwala Pahala"
Gampaha,Divulapitiya,"Kithulwala North"
Gampaha,Divulapitiya,"Kaluaggala Pahalagama"
Gampaha,Divulapitiya,Wattemulla
Gampaha,Divulapitiya,"Ihala Madithiyawala "
Gampaha,Divulapitiya,Hangawatta
Gampaha,Divulapitiya,Rassapana
Gampaha,Divulapitiya,"Balagalla West"
Gampaha,Divulapitiya,"Parana Handiya"
Gampaha,Divulapitiya,"Pinnakele "
Gampaha,Divulapitiya,"Pinnakele South"
Gampaha,Divulapitiya,Urapana
Gampaha,Divulapitiya,Kelepitimulla
Gampaha,Divulapitiya,"Sayakkaramulla "
Gampaha,Divulapitiya,Henpitagedara
Gampaha,Divulapitiya,"Aluthepola West"
Gampaha,Divulapitiya,Thotillagahawatta
Gampaha,Divulapitiya,"Katuwellegama South"
Gampaha,Divulapitiya,Palugahawela
Gampaha,Divulapitiya,"Dagonna South"
Gampaha,Divulapitiya,"Hapuwalana South"
Gampaha,Divulapitiya,Hapuwalana
Gampaha,Divulapitiya,"Bomugammana North"
Gampaha,Divulapitiya,"Bomugammana South"
Gampaha,Divulapitiya,Pinnalanda
Gampaha,Divulapitiya,"Divulapitiya "
Gampaha,Divulapitiya,"Balagalla East"
Gampaha,Divulapitiya,"Ullalapola East"
Gampaha,Divulapitiya,"Ullalapola West"
Gampaha,Divulapitiya,Wewagedara
Gampaha,Divulapitiya,Horagasmulla
Gampaha,Divulapitiya,"Assennawatta East"
Gampaha,Divulapitiya,"Hapuwalana North"
Gampaha,Divulapitiya,"Assennawatta West"
Gampaha,Divulapitiya,Weragodamulla
Gampaha,Divulapitiya,"Aluthepola East"
Gampaha,Mirigama,Nalla
Gampaha,Mirigama,Giriullagama
Gampaha,Mirigama,Loluwagoda
Gampaha,Mirigama,"Delwala South"
Gampaha,Mirigama,Delwala
Gampaha,Mirigama,"Loluwagoda South"
Gampaha,Mirigama,Madurupitiya
Gampaha,Mirigama,Hapugahagedara
Gampaha,Mirigama,Kandangamuwa
Gampaha,Mirigama,Henegama
Gampaha,Mirigama,Maladeniya
Gampaha,Mirigama,Kahandawa
Gampaha,Mirigama,Kandalama
Gampaha,Mirigama,Walbothale
Gampaha,Mirigama,Pirisyala
Gampaha,Mirigama,Kamarangawa
Gampaha,Mirigama,Keenadeniya
Gampaha,Mirigama,"Bothale Pahalagama North"
Gampaha,Mirigama,Maveehena
Gampaha,Mirigama,Kurunguwatta
Gampaha,Mirigama,"Purana Meerigama"
Gampaha,Mirigama,Hakurukumbura
Gampaha,Mirigama,Mugurugampala
Gampaha,Mirigama,Wilwatta
Gampaha,Mirigama,Thawalampitiya
Gampaha,Mirigama,"Bothale Pahalagama"
Gampaha,Mirigama,"Bothale Pahalagama West"
Gampaha,Mirigama,"Bothale Medagama"
Gampaha,Mirigama,"Bothale Pahalagama East"
Gampaha,Mirigama,"Thalagama East"
Gampaha,Mirigama,Thalagama
Gampaha,Mirigama,Balathawa
Gampaha,Mirigama,Makoora
Gampaha,Mirigama,Pottekanda
Gampaha,Mirigama,"Bothale Ihalagama"
Gampaha,Mirigama,Andagalakanda
Gampaha,Mirigama,"Halugama Ihala"
Gampaha,Mirigama,Kindiwala
Gampaha,Mirigama,"Halugama Pahala"
Gampaha,Mirigama,Mirigama
Gampaha,Mirigama,Walawwatta
Gampaha,Mirigama,Thilinagama
Gampaha,Mirigama,Vijayarajadahana
Gampaha,Mirigama,"Neligama Ihala"
Gampaha,Mirigama,"Neligama Central"
Gampaha,Mirigama,Neligama
Gampaha,Mirigama,Lindara
Gampaha,Mirigama,Halugama
Gampaha,Mirigama,Siyambalagoda
Gampaha,Mirigama,"Lindara Pahala"
Gampaha,Mirigama,Pohonnaruwa
Gampaha,Mirigama,Indiparape
Gampaha,Mirigama,Kosetadeniya
Gampaha,Mirigama,Imbulanwala
Gampaha,Mirigama,Uduulla
Gampaha,Mirigama,Gaspe
Gampaha,Mirigama,Banduragoda
Gampaha,Mirigama,Keppitiwalana
Gampaha,Mirigama,"Gaspe Pahalagama"
Gampaha,Mirigama,Galgana
Gampaha,Mirigama,Pelapitigama
Gampaha,Mirigama,Elhena
Gampaha,Mirigama,Ganegoda
Gampaha,Mirigama,Hiriwala
Gampaha,Mirigama,Handurumulla
Gampaha,Mirigama,Pamunuwatta
Gampaha,Mirigama,"Lindara Ihala"
Gampaha,Mirigama,Arukgoda
Gampaha,Mirigama,Madabavita
Gampaha,Mirigama,"Madabavita Ihalagama"
Gampaha,Mirigama,Newgala
Gampaha,Mirigama,Danovita
Gampaha,Mirigama,"Weweldeniya Pahalagama"
Gampaha,Mirigama,"Weweldeniya Pahalagama West"
Gampaha,Mirigama,Henepola
Gampaha,Mirigama,Palmada
Gampaha,Mirigama,Kal/Pallewela
Gampaha,Mirigama,Raddalgoda
Gampaha,Mirigama,"Ihala Bokalagama"
Gampaha,Mirigama,"Pahala Bokalagama"
Gampaha,Mirigama,Kukulnape
Gampaha,Mirigama,"Gaspe South"
Gampaha,Mirigama,Muddaragama
Gampaha,Mirigama,Hanchapola
Gampaha,Mirigama,Hirikuluwa
Gampaha,Mirigama,Pathagama
Gampaha,Mirigama,"Borukgamuwa West"
Gampaha,Mirigama,Borukgamuwa
Gampaha,Mirigama,Pallewela
Gampaha,Mirigama,Weragoda/Kakkale
Gampaha,Mirigama,Hansagiriya
Gampaha,Mirigama,"Wellevilamulla North"
Gampaha,Mirigama,Wellevilamulla
Gampaha,Mirigama,Udawela
Gampaha,Mirigama,Hapitigama
Gampaha,Mirigama,"Makkanigoda North"
Gampaha,Mirigama,Pahalawela
Gampaha,Mirigama,Millawala
Gampaha,Mirigama,"Weweldeniya Ihalagama West"
Gampaha,Mirigama,"Weweldeniya Ihalagama"
Gampaha,Mirigama,Kotadeniya
Gampaha,Mirigama,Ilukpatha/Weragoda
Gampaha,Mirigama,Hadidenikanda
Gampaha,Mirigama,Radawadunna
Gampaha,Mirigama,Bataleeya
Gampaha,Mirigama,"Bataleeya South"
Gampaha,Mirigama,Bolana
Gampaha,Mirigama,Mallehewa
Gampaha,Mirigama,Webadamulla
Gampaha,Mirigama,Weragoda
Gampaha,Mirigama,Midellawala
Gampaha,Mirigama,Kandalanda
Gampaha,Mirigama,Nungamuwa
Gampaha,Mirigama,Uthuwanbogahawatta
Gampaha,Mirigama,"Maligathenna Pahala"
Gampaha,Mirigama,"Maligathenna Central"
Gampaha,Mirigama,Wandurawa
Gampaha,Mirigama,"Galgamuwa West"
Gampaha,Mirigama,"Galgamuwa East"
Gampaha,Mirigama,Kumbaloluwa
Gampaha,Mirigama,"Kumbaloluwa Ihala"
Gampaha,Mirigama,"Kumbaloluwa Pahala"
Gampaha,Mirigama,"Dumunnegedara South"
Gampaha,Mirigama,Dumunnegedara
Gampaha,Mirigama,Pasyala
Gampaha,Mirigama,"Pasyala West"
Gampaha,Mirigama,Muruthawala
Gampaha,Mirigama,Kithanawatta
Gampaha,Mirigama,Kammalpitiya
Gampaha,Mirigama,"Radawadunna Central"
Gampaha,Mirigama,Imbulgasovita
Gampaha,Mirigama,"Radawadunna Pahala"
Gampaha,Mirigama,Weerasooriyakanda
Gampaha,Mirigama,"Pasyala East"
Gampaha,Mirigama,Udugama
Gampaha,Mirigama,Panawala
Gampaha,Mirigama,Delgahamedilla
Gampaha,Mirigama,"Mottunna West"
Gampaha,Mirigama,Mottunna
Gampaha,Mirigama,Maligathenna
Gampaha,Mirigama,Kureekotuwa
Gampaha,Mirigama,Hakwadunna
Gampaha,Mirigama,"Kureekotuwa Pahala"
Gampaha,Mirigama,Ellalamulla
Gampaha,Mirigama,Debahera
Gampaha,Mirigama,Mawathahena
Gampaha,Mirigama,Meevitiya
Gampaha,Mirigama,Ketakalapitiya
Gampaha,Mirigama,Dambutuwa
Gampaha,Minuwangoda,"Medemulla North"
Gampaha,Minuwangoda,"Nilpanagoda West"
Gampaha,Minuwangoda,"Nilpanagoda East"
Gampaha,Minuwangoda,Nilpanagoda
Gampaha,Minuwangoda,Arangawa
Gampaha,Minuwangoda,"Horampella North"
Gampaha,Minuwangoda,Galkanda
Gampaha,Minuwangoda,Bodhipihituwala
Gampaha,Minuwangoda,Watinapaha
Gampaha,Minuwangoda,"Mabodala West"
Gampaha,Minuwangoda,"Mabodala North"
Gampaha,Minuwangoda,"Ihala Vithanamulla"
Gampaha,Minuwangoda,Nalapaha
Gampaha,Minuwangoda,"Pahala Vithanamulla "
Gampaha,Minuwangoda,"Mabodala East"
Gampaha,Minuwangoda,"Mabodala South"
Gampaha,Minuwangoda,"Watinapaham South"
Gampaha,Minuwangoda,Wankepumulla
Gampaha,Minuwangoda,Kamaragoda
Gampaha,Minuwangoda,Kudagama
Gampaha,Minuwangoda,"Horampella South"
Gampaha,Minuwangoda,Mahagama
Gampaha,Minuwangoda,"Wegowwa South"
Gampaha,Minuwangoda,"Minuwangoda East"
Gampaha,Minuwangoda,"Minuwangoda North"
Gampaha,Minuwangoda,"Medemulla South"
Gampaha,Minuwangoda,"Boragodawatta North"
Gampaha,Minuwangoda,Yatiyana
Gampaha,Minuwangoda,Peellawatta
Gampaha,Minuwangoda,Unnaruwa
Gampaha,Minuwangoda,"Yatiyana Central"
Gampaha,Minuwangoda,"Yatiyana East"
Gampaha,Minuwangoda,Kopiwatta
Gampaha,Minuwangoda,"Boragodawatta South"
Gampaha,Minuwangoda,"Minuwangoda West"
Gampaha,Minuwangoda,"Meda Minuwangoda"
Gampaha,Minuwangoda,Pansilgoda
Gampaha,Minuwangoda,"Wegowwa East"
Gampaha,Minuwangoda,Helakandana
Gampaha,Minuwangoda,"Peralanda "
Gampaha,Minuwangoda,Dewalapola
Gampaha,Minuwangoda,Wadumulla
Gampaha,Minuwangoda,Metikotumulla
Gampaha,Minuwangoda,Essella
Gampaha,Minuwangoda,Yatagama
Gampaha,Minuwangoda,"Naiwala North"
Gampaha,Minuwangoda,"Naiwala East"
Gampaha,Minuwangoda,"Naiwala West"
Gampaha,Minuwangoda,Walpitamulla
Gampaha,Minuwangoda,Balabowa
Gampaha,Minuwangoda,"Balabowa West"
Gampaha,Minuwangoda,"Pethiyagoda North"
Gampaha,Minuwangoda,Gallegedara
Gampaha,Minuwangoda,Ganihimulla
Gampaha,Minuwangoda,Hendimahara
Gampaha,Minuwangoda,Kalawana
Gampaha,Minuwangoda,Wattegedara
Gampaha,Minuwangoda,Ambagahawatta
Gampaha,Minuwangoda,"Galloluwa East"
Gampaha,Minuwangoda,Galloluwa
Gampaha,Minuwangoda,Kalahugoda
Gampaha,Minuwangoda,"Polwatta west"
Gampaha,Minuwangoda,"Polwatta East"
Gampaha,Minuwangoda,"Pattanduwana North"
Gampaha,Minuwangoda,Ellangala
Gampaha,Minuwangoda,Burullapitiya
Gampaha,Minuwangoda,Mathammana
Gampaha,Minuwangoda,"Weediyawatta East"
Gampaha,Minuwangoda,Goigama
Gampaha,Minuwangoda,"Ihala Udugampala"
Gampaha,Minuwangoda,"Pethiyagoda South"
Gampaha,Minuwangoda,Korase
Gampaha,Minuwangoda,"Korase Meda"
Gampaha,Minuwangoda,Marapola
Gampaha,Minuwangoda,Vigoda
Gampaha,Minuwangoda,"Doranagoda East"
Gampaha,Minuwangoda,"Korase East"
Gampaha,Minuwangoda,"Doranagoda North"
Gampaha,Minuwangoda,"Doranagoda West"
Gampaha,Minuwangoda,"Pahala Udugampola East"
Gampaha,Minuwangoda,"Pahala Udugampola North "
Gampaha,Minuwangoda,"Pahala Udugampola West"
Gampaha,Minuwangoda,"Weediyawatta West"
Gampaha,Minuwangoda,Welhena
Gampaha,Minuwangoda,Weliya
Gampaha,Minuwangoda,Pattanduwana
Gampaha,Minuwangoda,"Pattanduwana West"
Gampaha,Minuwangoda,"Yagodamulla North"
Gampaha,Minuwangoda,Yagodamulla
Gampaha,Minuwangoda,"Uggalboda West"
Gampaha,Minuwangoda,Uggalboda
Gampaha,Minuwangoda,"Kehelbaddara West"
Gampaha,Minuwangoda,"Kehelbaddara East"
Gampaha,Minuwangoda,"Pahala Udugampola South"
Gampaha,Minuwangoda,"Asgiriwalpola North"
Gampaha,Minuwangoda,Dombawala
Gampaha,Minuwangoda,Pedipola
Gampaha,Minuwangoda,"Doranagoda South"
Gampaha,Minuwangoda,Wathumulla
Gampaha,Minuwangoda,"Asgiriya North"
Gampaha,Minuwangoda,"Asgiriya East"
Gampaha,Minuwangoda,Asgiriya
Gampaha,Minuwangoda,"Asgiriya West"
Gampaha,Minuwangoda,"Asgiriwalpola South"
Gampaha,Minuwangoda,"Asgiriwalpola West"
Gampaha,Minuwangoda,"Madelgamuwa East"
Gampaha,Minuwangoda,Batapotha
Gampaha,Minuwangoda,"Nedagamuwa North"
Gampaha,Minuwangoda,"Nedagamuwa South"
Gampaha,Minuwangoda,"Nedagamuwa West"
Gampaha,Minuwangoda,Arachchiwatta
Gampaha,Minuwangoda,"Yagodamulla South"
Gampaha,Minuwangoda,Samurdhigama
Gampaha,Minuwangoda,Opatha
Gampaha,Minuwangoda,"Kotugoda 2"
Gampaha,Minuwangoda,"Kotugoda 1"
Gampaha,Minuwangoda,Maduruvita
Gampaha,Minuwangoda,Siyambalapitiya
Gampaha,Minuwangoda,"Madelgamuwa West"
Gampaha,Minuwangoda,"Thammita West"
Gampaha,Minuwangoda,Thammita
Gampaha,Wattala,Pamunugama
Gampaha,Wattala,"Maha Pamunugama"
Gampaha,Wattala,"Delathura West"
Gampaha,Wattala,"Delathura East"
Gampaha,Wattala,Bopitiyathuduwa
Gampaha,Wattala,Bopitiya
Gampaha,Wattala,Pulluhena
Gampaha,Wattala,Paranambalama
Gampaha,Wattala,Nugape
Gampaha,Wattala,Kunjawatta
Gampaha,Wattala,Magulpokuna
Gampaha,Wattala,Elehiwatta
Gampaha,Wattala,Welisara
Gampaha,Wattala,Pattiyawala
Gampaha,Wattala,Uswetakeiyawa
Gampaha,Wattala,Mahabage
Gampaha,Wattala,Elapitiwala
Gampaha,Wattala,Horapethuduwa
Gampaha,Wattala,Horape
Gampaha,Wattala,"Kurukulawa North"
Gampaha,Wattala,"Kurukulawa South"
Gampaha,Wattala,Heenkenda
Gampaha,Wattala,Thuduwegedara
Gampaha,Wattala,Galudupita
Gampaha,Wattala,Mattumagala
Gampaha,Wattala,Kerangapokuna
Gampaha,Wattala,Kerawalapitiya
Gampaha,Wattala,Matagoda
Gampaha,Wattala,Balagala
Gampaha,Wattala,Dikovita
Gampaha,Wattala,"Palliyawatta North"
Gampaha,Wattala,Elakanda
Gampaha,Wattala,"Nayakakanda North"
Gampaha,Wattala,Mabola
Gampaha,Wattala,Welikadamulla
Gampaha,Wattala,Wattala
Gampaha,Wattala,"Handala North"
Gampaha,Wattala,"Handala South"
Gampaha,Wattala,"Nayakakanda South"
Gampaha,Wattala,Thimbirigasyaya
Gampaha,Wattala,"Palliyawatta South"
Gampaha,Wattala,Kurunduhena
Gampaha,Wattala,Evariwatta
Gampaha,Wattala,Telangapatha
Gampaha,Wattala,Galwetiya
Gampaha,Wattala,Hekitta
Gampaha,Ja-Ela,Mahawatta
Gampaha,Ja-Ela,Dandugama
Gampaha,Ja-Ela,"Dehiyagatha North"
Gampaha,Ja-Ela,"Kudahakapola North"
Gampaha,Ja-Ela,Gallawatta
Gampaha,Ja-Ela,Ekala
Gampaha,Ja-Ela,"Dehiyagatha South"
Gampaha,Ja-Ela,"Kudahakapola South"
Gampaha,Ja-Ela,"Ekala Kurunduwatta "
Gampaha,Ja-Ela,Vishakawatta
Gampaha,Ja-Ela,"Thudella North"
Gampaha,Ja-Ela,"Thudella West"
Gampaha,Ja-Ela,"Thudella South"
Gampaha,Ja-Ela,Kanuwana
Gampaha,Ja-Ela,Alexendrawatta
Gampaha,Ja-Ela,Bandigoda
Gampaha,Ja-Ela,Yakkaduwa
Gampaha,Ja-Ela,"Nivandama North"
Gampaha,Ja-Ela,"Nivandama South"
Gampaha,Ja-Ela,"Batagama North"
Gampaha,Ja-Ela,Maeliya
Gampaha,Ja-Ela,Ja-Ela
Gampaha,Ja-Ela,"Waligampitiya North"
Gampaha,Ja-Ela,"Indivitiya "
Gampaha,Ja-Ela,Wewala
Gampaha,Ja-Ela,"Weligampitiya South"
Gampaha,Ja-Ela,Thumpeliya
Gampaha,Ja-Ela,Indiminna
Gampaha,Ja-Ela,Dolahena
Gampaha,Ja-Ela,"Hapugoda West"
Gampaha,Ja-Ela,Kapuwatta
Gampaha,Ja-Ela,Kalaeliya
Gampaha,Ja-Ela,Nadurupitiya
Gampaha,Ja-Ela,Rilavulla
Gampaha,Ja-Ela,"Kandana East"
Gampaha,Ja-Ela,"Kandana West"
Gampaha,Ja-Ela,Uswatta
Gampaha,Ja-Ela,"Hapugoda Central"
Gampaha,Ja-Ela,"Batagama South"
Gampaha,Ja-Ela,Polpitimookalana
Gampaha,Ja-Ela,"Batuwatta West"
Gampaha,Ja-Ela,"Batuwatta East"
Gampaha,Ja-Ela,"Walpola East"
Gampaha,Ja-Ela,Jayadagama
Gampaha,Ja-Ela,"Hapugoda East"
Gampaha,Ja-Ela,Nagoda
Gampaha,Ja-Ela,Jayasamarugama
Gampaha,Ja-Ela,Peralanda
Gampaha,Ja-Ela,Podiveekubura
Gampaha,Ja-Ela,"Walpola West"
Gampaha,Ja-Ela,"Narangodapaluwa West"
Gampaha,Ja-Ela,"Narangodapaluwa East"
Gampaha,Ja-Ela,Thewatta
Gampaha,Ja-Ela,Ragama
Gampaha,Ja-Ela,Ketagewatta
Gampaha,Ja-Ela,Dambuwa
Gampaha,Ja-Ela,Rampitiya
Gampaha,Gampaha,"Makevita North"
Gampaha,Gampaha,"Makevita South"
Gampaha,Gampaha,Mabima
Gampaha,Gampaha,"Gonagaha II"
Gampaha,Gampaha,Welikada
Gampaha,Gampaha,"Gonagaha i"
Gampaha,Gampaha,Ambanvita
Gampaha,Gampaha,Kirindivita
Gampaha,Gampaha,Akaravita
Gampaha,Gampaha,Pahalagama
Gampaha,Gampaha,"Medagama ii"
Gampaha,Gampaha,"Ihalagama West"
Gampaha,Gampaha,"Ihalagama East"
Gampaha,Gampaha,"Gampaha Aluthgama North"
Gampaha,Gampaha,Karanakamulla
Gampaha,Gampaha,Baduwathugoda
Gampaha,Gampaha,Boraliyawatha
Gampaha,Gampaha,Thiththalapitigoda
Gampaha,Gampaha,"Aluthgama Bogamuwa North"
Gampaha,Gampaha,"Aluthgama Bogamuwa South"
Gampaha,Gampaha,Mahipalagoda
Gampaha,Gampaha,Morenna
Gampaha,Gampaha,Weediyawatta
Gampaha,Gampaha,"Keselwathugoda North"
Gampaha,Gampaha,Indigolla
Gampaha,Gampaha,"Gampaha Aluthgama West"
Gampaha,Gampaha,"Bendiyamulla "
Gampaha,Gampaha,"Medagama iv"
Gampaha,Gampaha,"Medagama iii"
Gampaha,Gampaha,"Medagama i"
Gampaha,Gampaha,"Oruthota South"
Gampaha,Gampaha,Kosovita
Gampaha,Gampaha,Rathmalvita
Gampaha,Gampaha,Makilangamuwa
Gampaha,Gampaha,"Horagolla North"
Gampaha,Gampaha,Thibbotugoda
Gampaha,Gampaha,Midellavita
Gampaha,Gampaha,Kudabollatha
Gampaha,Gampaha,"Bollatha North"
Gampaha,Gampaha,"Wewel Agara"
Gampaha,Gampaha,"Bollatha West"
Gampaha,Gampaha,"Bollatha South"
Gampaha,Gampaha,"Bulugahagoda West"
Gampaha,Gampaha,"Bulugahagoda East"
Gampaha,Gampaha,"Galahitiyawa North"
Gampaha,Gampaha,"Horagolla South"
Gampaha,Gampaha,Neduna
Gampaha,Gampaha,"Pahala Yagoda"
Gampaha,Gampaha,"Oruthota North"
Gampaha,Gampaha,"Moragoda 1"
Gampaha,Gampaha,"Bendiyamulla West"
Gampaha,Gampaha,Kidagammulla
Gampaha,Gampaha,"Bendiyamulla East"
Gampaha,Gampaha,"Gampaha Aluthgama East"
Gampaha,Gampaha,"Keselwathugoda South"
Gampaha,Gampaha,"Yakkala North"
Gampaha,Gampaha,Galthotamulla
Gampaha,Gampaha,"Yakkala West"
Gampaha,Gampaha,Pepolgasdeniya
Gampaha,Gampaha,"Yakkala East"
Gampaha,Gampaha,"Yakkala South"
Gampaha,Gampaha,Henarathgoda
Gampaha,Gampaha,"Mudungoda West"
Gampaha,Gampaha,"Moragoda 2"
Gampaha,Gampaha,"Ihala Yagoda North"
Gampaha,Gampaha,Mahena
Gampaha,Gampaha,"Ganemulla South"
Gampaha,Gampaha,"Ganemulla North"
Gampaha,Gampaha,"Galahitiyawa East"
Gampaha,Gampaha,"Galahitiyawa South"
Gampaha,Gampaha,"Kossinna East"
Gampaha,Gampaha,"Amunugoda North"
Gampaha,Gampaha,"Ihala Yagoda South"
Gampaha,Gampaha,"Mudungoda South"
Gampaha,Gampaha,"Mudungoda North"
Gampaha,Gampaha,Godagedara
Gampaha,Gampaha,Rathupaswala
Gampaha,Gampaha,Galloluwa
Gampaha,Gampaha,Belummahara
Gampaha,Gampaha,"Ihala Imbulgoda North"
Gampaha,Gampaha,"Ihala Imbulgoda South"
Gampaha,Gampaha,"Pahala Imbulgoda South"
Gampaha,Gampaha,"Pahala Imbulgoda West"
Gampaha,Gampaha,"Amunugoda South"
Gampaha,Gampaha,"Parakandeniya North 1"
Gampaha,Gampaha,"Kossinna West 1"
Gampaha,Gampaha,"Katuwalamulla North"
Gampaha,Gampaha,"Kossinna West 2"
Gampaha,Gampaha,"Katuwalamulla South"
Gampaha,Gampaha,"Parakandeniya North 2"
Gampaha,Gampaha,"Parakandeniya "
Gampaha,Gampaha,"Pahala Imbulgoda East"
Gampaha,Gampaha,"Embaraluwa North 2"
Gampaha,Gampaha,"Embaraluwa North 1"
Gampaha,Gampaha,"Weliweriya West"
Gampaha,Gampaha,Nedungamuwa
Gampaha,Gampaha,"Weliweriya East"
Gampaha,Gampaha,"Weliweriya North"
Gampaha,Gampaha,"Weliweriya South"
Gampaha,Gampaha,"Embaraluwa South 1"
Gampaha,Gampaha,"Embaraluwa South 2"
Gampaha,Attanagalla,"Eluwapitiya West"
Gampaha,Attanagalla,Eluwapitiya
Gampaha,Attanagalla,"Hiripitiya West"
Gampaha,Attanagalla,"Hiripitiya North"
Gampaha,Attanagalla,"Hiripitiya Central"
Gampaha,Attanagalla,"Hiripitiya East"
Gampaha,Attanagalla,"Thalgasmote West"
Gampaha,Attanagalla,Thalgasmote
Gampaha,Attanagalla,"Thalgasmote East"
Gampaha,Attanagalla,Udammita
Gampaha,Attanagalla,"Himbutiyawa West"
Gampaha,Attanagalla,Himbutiyawa
Gampaha,Attanagalla,"Parana Veyangoda"
Gampaha,Attanagalla,Kongasdeniya
Gampaha,Attanagalla,Wedagama
Gampaha,Attanagalla,Kalalpitiya
Gampaha,Attanagalla,Nawagamuwa
Gampaha,Attanagalla,Napagoda
Gampaha,Attanagalla,"Nittambuwa South"
Gampaha,Attanagalla,"Nittambuwa North"
Gampaha,Attanagalla,"Nittambuwa East"
Gampaha,Attanagalla,Kolawatta
Gampaha,Attanagalla,"Pattalagedara East"
Gampaha,Attanagalla,Pattalagedara
Gampaha,Attanagalla,"Hiripitiya South"
Gampaha,Attanagalla,Wataddara
Gampaha,Attanagalla,"Wataddara West"
Gampaha,Attanagalla,Magalegoda
Gampaha,Attanagalla,"Magalegoda South"
Gampaha,Attanagalla,Heendeniya
Gampaha,Attanagalla,Pattigoda
Gampaha,Attanagalla,"Wataddara South"
Gampaha,Attanagalla,"Hiripitiya Pahala"
Gampaha,Attanagalla,Danvilana
Gampaha,Attanagalla,"Dadagamuwa East"
Gampaha,Attanagalla,Pinnagolla
Gampaha,Attanagalla,"Egoda Nittambuwa"
Gampaha,Attanagalla,Horagollagama
Gampaha,Attanagalla,"Nambadaluwa West"
Gampaha,Attanagalla,"Nambadaluwa East"
Gampaha,Attanagalla,"Ranpokunagama A Zone"
Gampaha,Attanagalla,"Ellakkala West"
Gampaha,Attanagalla,Maimbula
Gampaha,Attanagalla,Ranpokunagama
Gampaha,Attanagalla,"Ranpokunagama D Zone"
Gampaha,Attanagalla,"Ranpokunagama C Zone"
Gampaha,Attanagalla,"Ranpokunagama B Zone"
Gampaha,Attanagalla,Maduwegedara
Gampaha,Attanagalla,Yatiyana
Gampaha,Attanagalla,"Orcharwatta North"
Gampaha,Attanagalla,Malwatta
Gampaha,Attanagalla,"Thihariya North"
Gampaha,Attanagalla,"Katuwasgoda West"
