district,divisional_secretariat,gn_division
"Nuwara Eliya",Hanguranketha,Udagama
"Nuwara Eliya",Hanguranketha,Merrygold
"Nuwara Eliya",Hanguranketha,Ketayapathana
"Nuwara Eliya",Hanguranketha,Gonakele
"Nuwara Eliya",Hanguranketha,Gonapitiya
"Nuwara Eliya",Hanguranketha,Bomellagoda
"Nuwara Eliya",Hanguranketha,Dunukebedda
"Nuwara Eliya",Hanguranketha,Wellagiriya
"Nuwara Eliya",Hanguranketha,Ampitigoda
"Nuwara Eliya",Hanguranketha,Wewatenna
"Nuwara Eliya",Hanguranketha,Metibembiya
"Nuwara Eliya",Hanguranketha,Goodwood
"Nuwara Eliya",Hanguranketha,Hunukotuwa
"Nuwara Eliya",Hanguranketha,Medawela
"Nuwara Eliya",Hanguranketha,Labuhenwala
"Nuwara Eliya",Hanguranketha,Ketahira
"Nuwara Eliya",Hanguranketha,"Deegalahinna "
"Nuwara Eliya",Hanguranketha,Elamulla
"Nuwara Eliya",Hanguranketha,Udawela
"Nuwara Eliya",Hanguranketha,"Mandaram Nuwara"
"Nuwara Eliya",Hanguranketha,"Malsara Nuwara"
"Nuwara Eliya",Walapane,Serasunthenna
"Nuwara Eliya",Walapane,Morangathenna
"Nuwara Eliya",Walapane,Hegasulla
"Nuwara Eliya",Walapane,Bolagandawela
"Nuwara Eliya",Walapane,Ambagahathenna
"Nuwara Eliya",Walapane,Helagama
"Nuwara Eliya",Walapane,Mallagama
"Nuwara Eliya",Walapane,Dulana
"Nuwara Eliya",Walapane,Galketiwela
"Nuwara Eliya",Walapane,Ellakumbura
"Nuwara Eliya",Walapane,Muganagahapitiya
"Nuwara Eliya",Walapane,Hapugahapitiya
"Nuwara Eliya",Walapane,Ketakandura
"Nuwara Eliya",Walapane,Batagolla
"Nuwara Eliya",Walapane,Thennehenwala
"Nuwara Eliya",Walapane,"Deliwela South"
"Nuwara Eliya",Walapane,"Deliwala North"
"Nuwara Eliya",Walapane,Pannala
"Nuwara Eliya",Walapane,Serupitiya
"Nuwara Eliya",Walapane,Mailagasthenna
"Nuwara Eliya",Walapane,Andawala
"Nuwara Eliya",Walapane,Naranthalawa
"Nuwara Eliya",Walapane,"Ihala Pannala"
"Nuwara Eliya",Walapane,Wewakele
"Nuwara Eliya",Walapane,Kumbalagamuwa
"Nuwara Eliya",Walapane,"Kumbalgamuwa East"
"Nuwara Eliya",Walapane,Mulhalkele
"Nuwara Eliya",Walapane,Manelwala
"Nuwara Eliya",Walapane,Wathumulla
"Nuwara Eliya",Walapane,Kendagolla
"Nuwara Eliya",Walapane,Arampitiya
"Nuwara Eliya",Walapane,Yombuwelthenna
"Nuwara Eliya",Walapane,Udawela
"Nuwara Eliya",Walapane,Kalaganwatta
"Nuwara Eliya",Walapane,Theripehe
"Nuwara Eliya",Walapane,"Udamadura North"
"Nuwara Eliya",Walapane,Galkadawela
"Nuwara Eliya",Walapane,Yatimadura
"Nuwara Eliya",Walapane,Kandeyaya
"Nuwara Eliya",Walapane,"Madulla North"
"Nuwara Eliya",Walapane,Thunhitiyawa
"Nuwara Eliya",Walapane,Wewathenna
"Nuwara Eliya",Walapane,Kosgolla
"Nuwara Eliya",Walapane,Udamadura
"Nuwara Eliya",Walapane,Ambanella
"Nuwara Eliya",Walapane,Dabbare
"Nuwara Eliya",Walapane,Nildandaheenna
"Nuwara Eliya",Walapane,Rambuke
"Nuwara Eliya",Walapane,Watambe
"Nuwara Eliya",Walapane,Thibbatugoda
"Nuwara Eliya",Walapane,Egodakanda
"Nuwara Eliya",Walapane,Kandegama
"Nuwara Eliya",Walapane,Walapane
"Nuwara Eliya",Walapane,Kurunduoya
"Nuwara Eliya",Walapane,"Liyanwela Ihalagama"
"Nuwara Eliya",Walapane,Madumana
"Nuwara Eliya",Walapane,Ilukpelessa
"Nuwara Eliya",Walapane,Unagolla
"Nuwara Eliya",Walapane,"Liyanwala Pahalagama"
"Nuwara Eliya",Walapane,Medakandura
"Nuwara Eliya",Walapane,Galabada
"Nuwara Eliya",Walapane,Ambagaspitiya
"Nuwara Eliya",Walapane,Munwatta
"Nuwara Eliya",Walapane,Landupita
"Nuwara Eliya",Walapane,Wetekegama
"Nuwara Eliya",Walapane,Padiyapelella
"Nuwara Eliya",Walapane,Napatawela
"Nuwara Eliya",Walapane,"Ukuthule "
"Nuwara Eliya",Walapane,Yatiwella
"Nuwara Eliya",Walapane,Wetakepatha
"Nuwara Eliya",Walapane,"Ukuthule East"
"Nuwara Eliya",Walapane,Alakolawewa
"Nuwara Eliya",Walapane,"High Forest Estate"
"Nuwara Eliya",Walapane,Mahakudugala
"Nuwara Eliya",Walapane,Brookside
"Nuwara Eliya",Walapane,"High Forest"
"Nuwara Eliya",Walapane,Binganthalawa
"Nuwara Eliya",Walapane,"Maha Uva"
"Nuwara Eliya",Walapane,Werellapathana
"Nuwara Eliya",Walapane,"Thibbatugoda South"
"Nuwara Eliya",Walapane,Goradiyagolla
"Nuwara Eliya",Walapane,Denambure
"Nuwara Eliya",Walapane,Purankumbura
"Nuwara Eliya",Walapane,Hegama
"Nuwara Eliya",Walapane,Dambagolla
"Nuwara Eliya",Walapane,Demataarawa
"Nuwara Eliya",Walapane,"Madulla South"
"Nuwara Eliya",Walapane,Morahela
"Nuwara Eliya",Walapane,Meepanawa
"Nuwara Eliya",Walapane,"Roopaha East"
"Nuwara Eliya",Walapane,Pallewela
"Nuwara Eliya",Walapane,Palugama
"Nuwara Eliya",Walapane,Kotambe
"Nuwara Eliya",Walapane,Karandagolla
"Nuwara Eliya",Walapane,Udagama
"Nuwara Eliya",Walapane,Kumbukwela
"Nuwara Eliya",Walapane,Morabedda
"Nuwara Eliya",Walapane,"Harasbedda North"
"Nuwara Eliya",Walapane,Mahapathana
"Nuwara Eliya",Walapane,"Harasbedda South"
"Nuwara Eliya",Walapane,Palalpathana
"Nuwara Eliya",Walapane,Rathnayakapura
"Nuwara Eliya",Walapane,"Ragala Watta"
"Nuwara Eliya",Walapane,Manthreethenna
"Nuwara Eliya",Walapane,"Pandithaya Kumbura"
"Nuwara Eliya",Walapane,Roopaha
"Nuwara Eliya",Walapane,Mathetilla
"Nuwara Eliya",Walapane,Embulampaha
"Nuwara Eliya",Walapane,Maliyadda
"Nuwara Eliya",Walapane,Kurupanawela
"Nuwara Eliya",Walapane,"Wathulanda East"
"Nuwara Eliya",Walapane,"Wathulanda West"
"Nuwara Eliya",Walapane,Ambaliyadda
"Nuwara Eliya",Walapane,Galkadapathana
"Nuwara Eliya",Walapane,Senarathpura
"Nuwara Eliya",Walapane,"St. Leonard"
"Nuwara Eliya",Walapane,Ragala
"Nuwara Eliya",Walapane,Ekangapura
"Nuwara Eliya",Walapane,Samagipura
"Nuwara Eliya",Walapane,Delmar
"Nuwara Eliya",Walapane,"Sooriyagahapathana Ihala"
"Nuwara Eliya",Walapane,"Sooriyagahapathana Pahala"
"Nuwara Eliya",Walapane,"Udapussellawa South"
"Nuwara Eliya",Walapane,"St. Magret"
"Nuwara Eliya",Walapane,"Udapussellawa North"
"Nuwara Eliya","Nuwara Eliya",Bogahawatta
"Nuwara Eliya","Nuwara Eliya","Mount Vernon"
"Nuwara Eliya","Nuwara Eliya",Watagoda
"Nuwara Eliya","Nuwara Eliya",Hollyrood
"Nuwara Eliya","Nuwara Eliya","Great Western"
"Nuwara Eliya","Nuwara Eliya",Bangalahatha
"Nuwara Eliya","Nuwara Eliya",Toppass
"Nuwara Eliya","Nuwara Eliya",Park
"Nuwara Eliya","Nuwara Eliya",Concordia
"Nuwara Eliya","Nuwara Eliya",Kandapola
"Nuwara Eliya","Nuwara Eliya","Kandapola Central"
"Nuwara Eliya","Nuwara Eliya","Hawaeliya East"
"Nuwara Eliya","Nuwara Eliya",Bambarakele
"Nuwara Eliya","Nuwara Eliya","Nuwara Eliya West"
"Nuwara Eliya","Nuwara Eliya",Shanthipura
"Nuwara Eliya","Nuwara Eliya",Kalapura
"Nuwara Eliya","Nuwara Eliya",Bearwell
"Nuwara Eliya","Nuwara Eliya",Thalawakele
"Nuwara Eliya","Nuwara Eliya",Devon
"Nuwara Eliya","Nuwara Eliya",Dimbula
"Nuwara Eliya","Nuwara Eliya",Stonycliff
"Nuwara Eliya","Nuwara Eliya",Kuduoya
"Nuwara Eliya","Nuwara Eliya",Kotagala
"Nuwara Eliya","Nuwara Eliya",Drayton
"Nuwara Eliya","Nuwara Eliya",Yulefield
"Nuwara Eliya","Nuwara Eliya",Coombewood
"Nuwara Eliya","Nuwara Eliya",Lindula
"Nuwara Eliya","Nuwara Eliya",Rathnagiriya
"Nuwara Eliya","Nuwara Eliya",Waltrim
"Nuwara Eliya","Nuwara Eliya",Summerset
"Nuwara Eliya","Nuwara Eliya",Nanuoya
"Nuwara Eliya","Nuwara Eliya",Windicorner
"Nuwara Eliya","Nuwara Eliya","Nuwara Eliya"
"Nuwara Eliya","Nuwara Eliya","Nuwara Eliya Central"
"Nuwara Eliya","Nuwara Eliya","Hawaeliya North"
"Nuwara Eliya","Nuwara Eliya","Hawaeliya West"
"Nuwara Eliya","Nuwara Eliya","Bulu Ela"
"Nuwara Eliya","Nuwara Eliya",Galpalama
"Nuwara Eliya","Nuwara Eliya",Jayalanka
"Nuwara Eliya","Nuwara Eliya","Kandapola East"
"Nuwara Eliya","Nuwara Eliya",Pedro
"Nuwara Eliya","Nuwara Eliya",Goredihela
"Nuwara Eliya","Nuwara Eliya",Seethaeliya
"Nuwara Eliya","Nuwara Eliya",Sandathenna
"Nuwara Eliya","Nuwara Eliya",Kelegala
"Nuwara Eliya","Nuwara Eliya",Kalukele
"Nuwara Eliya","Nuwara Eliya",Magasthota
"Nuwara Eliya","Nuwara Eliya",Ruwaneliya
"Nuwara Eliya","Nuwara Eliya",Perakumpura
"Nuwara Eliya","Nuwara Eliya",Kirimetiya
"Nuwara Eliya","Nuwara Eliya",Nagasena
"Nuwara Eliya","Nuwara Eliya",Eildonhall
"Nuwara Eliya","Nuwara Eliya",Rahanwatta
"Nuwara Eliya","Nuwara Eliya",Balmoral
"Nuwara Eliya","Nuwara Eliya",Hallbrook
"Nuwara Eliya","Nuwara Eliya",Henfold
"Nuwara Eliya","Nuwara Eliya",Thangakele
"Nuwara Eliya","Nuwara Eliya",Magoda
"Nuwara Eliya","Nuwara Eliya",Mihindupura
"Nuwara Eliya","Nuwara Eliya",Meepilimana
"Nuwara Eliya","Nuwara Eliya",Ambewela
"Nuwara Eliya","Nuwara Eliya",Pattipola
"Nuwara Eliya","Nuwara Eliya",Lippakele
"Nuwara Eliya","Nuwara Eliya","Dayagama West"
"Nuwara Eliya","Nuwara Eliya",Sandrinham
"Nuwara Eliya","Nuwara Eliya",Glasgow
"Nuwara Eliya","Nuwara Eliya",Braemore
"Nuwara Eliya","Nuwara Eliya",Albian
"Nuwara Eliya","Nuwara Eliya",Elbedda
"Nuwara Eliya","Nuwara Eliya",Agarapathana
"Nuwara Eliya","Nuwara Eliya",Weverly
"Nuwara Eliya","Nuwara Eliya","Dayagama East"
"Nuwara Eliya",Ambagamuwa,Kalugala
"Nuwara Eliya",Ambagamuwa,Pitawala
"Nuwara Eliya",Ambagamuwa,Bulathgama
"Nuwara Eliya",Ambagamuwa,Gonawala
"Nuwara Eliya",Ambagamuwa,"Ambagamuwa North"
"Nuwara Eliya",Ambagamuwa,Sellipigama
"Nuwara Eliya",Ambagamuwa,"Ambagamuwa East"
"Nuwara Eliya",Ambagamuwa,"Ambagamuwa South"
"Nuwara Eliya",Ambagamuwa,Rampadeniya
"Nuwara Eliya",Ambagamuwa,Millagahamula
"Nuwara Eliya",Ambagamuwa,Dagampitiya
"Nuwara Eliya",Ambagamuwa,Polpitiya
"Nuwara Eliya",Ambagamuwa,Minuwandeniya
"Nuwara Eliya",Ambagamuwa,Hitigegama
"Nuwara Eliya",Ambagamuwa,Kehelwarawa
"Nuwara Eliya",Ambagamuwa,Homagama
"Nuwara Eliya",Ambagamuwa,Hebbekanda
"Nuwara Eliya",Ambagamuwa,Samansirigama
"Nuwara Eliya",Ambagamuwa,Theeniyagala
"Nuwara Eliya",Ambagamuwa,Ginigathhena
"Nuwara Eliya",Ambagamuwa,Dehigasthenna
"Nuwara Eliya",Ambagamuwa,Kalaweldeniya
"Nuwara Eliya",Ambagamuwa,Morahenagama
"Nuwara Eliya",Ambagamuwa,Hangarapitiya
"Nuwara Eliya",Ambagamuwa,Jambuthenna
"Nuwara Eliya",Ambagamuwa,Kottellena
"Nuwara Eliya",Ambagamuwa,Waggama
"Nuwara Eliya",Ambagamuwa,Lakshapana
"Nuwara Eliya",Ambagamuwa,Kiriwaneliya
"Nuwara Eliya",Ambagamuwa,"Vidulipura South"
"Nuwara Eliya",Ambagamuwa,"Vidulipura North"
"Nuwara Eliya",Ambagamuwa,Watawala
"Nuwara Eliya",Ambagamuwa,Rosella
"Nuwara Eliya",Ambagamuwa,Welioya
"Nuwara Eliya",Ambagamuwa,Maussakele
"Nuwara Eliya",Ambagamuwa,Lethant
"Nuwara Eliya",Ambagamuwa,Shanon
"Nuwara Eliya",Ambagamuwa,"Hatton East"
"Nuwara Eliya",Ambagamuwa,"Hatton South"
"Nuwara Eliya",Ambagamuwa,Panmur
"Nuwara Eliya",Ambagamuwa,Ruwanpura
"Nuwara Eliya",Ambagamuwa,"Hatton West"
"Nuwara Eliya",Ambagamuwa,"Hatton North"
"Nuwara Eliya",Ambagamuwa,Dickoya
"Nuwara Eliya",Ambagamuwa,Annfield
"Nuwara Eliya",Ambagamuwa,"Dickoya South"
"Nuwara Eliya",Ambagamuwa,Injustry
"Nuwara Eliya",Ambagamuwa,Wanarajah
"Nuwara Eliya",Ambagamuwa,"New Weligama"
"Nuwara Eliya",Ambagamuwa,Norwood
"Nuwara Eliya",Ambagamuwa,Maskeliya
"Nuwara Eliya",Ambagamuwa,Brownlow
"Nuwara Eliya",Ambagamuwa,Seethagangula
"Nuwara Eliya",Ambagamuwa,Moray
"Nuwara Eliya",Ambagamuwa,Mocha
"Nuwara Eliya",Ambagamuwa,Brownswick
"Nuwara Eliya",Ambagamuwa,Gawarawila
"Nuwara Eliya",Ambagamuwa,Mahanelu
"Nuwara Eliya",Ambagamuwa,Venture
"Nuwara Eliya",Ambagamuwa,Tillary
"Nuwara Eliya",Ambagamuwa,Kirkoswald
"Nuwara Eliya",Ambagamuwa,Bogawana
"Nuwara Eliya",Ambagamuwa,Loinon
"Nuwara Eliya",Ambagamuwa,Kotiyagala
"Nuwara Eliya",Ambagamuwa,"Bagawanthalawa South"
"Nuwara Eliya",Ambagamuwa,"Aulton Watta"
"Nuwara Eliya",Ambagamuwa,Strathspey
Galle,Bentota,Pahurumulla
Galle,Bentota,Sinharoopagama
Galle,Bentota,Yathramulla
Galle,Bentota,Kommala
Galle,Bentota,Bodhimaluwa
Galle,Bentota,Dope
Galle,Bentota,Angagoda
Galle,Bentota,Warahena
Galle,Bentota,Kahagalla
Galle,Bentota,"Hunganthota Wadumulla"
Galle,Bentota,Dedduwa
Galle,Bentota,Athuruwella
Galle,Bentota,Galbada
Galle,Bentota,Galagama
Galle,Bentota,Mullegoda
Galle,Bentota,Sooriyagama
Galle,Bentota,Haburugala
Galle,Bentota,"Thunduwa West"
Galle,Bentota,"Thunduwa East"
Galle,Bentota,Thotakanatta
Galle,Bentota,Elakaka
Galle,Bentota,Ethungagoda
Galle,Bentota,Gonagalapura
Galle,Bentota,Olaganduwa
Galle,Bentota,Yalegama
Galle,Bentota,Kaikawala
Galle,Bentota,Habakkala
Galle,Bentota,"Etawalawatta West"
Galle,Bentota,"Etawalawatta East"
Galle,Bentota,DombagahaWatta
Galle,Bentota,Akadegoda
Galle,Bentota,Kahawegammedda
Galle,Bentota,Warakamulla
Galle,Bentota,Kandemulla
Galle,Bentota,Galthuduwa
Galle,Bentota,Kolaniya
Galle,Bentota,Miriswatta
Galle,Bentota,Viyandoowa
Galle,Bentota,Mahagoda
Galle,Bentota,Pilekumbura
Galle,Bentota,"Mahavila West"
Galle,Bentota,"Mahavila East"
Galle,Bentota,Moragoda
Galle,Bentota,Ranthotuwila
Galle,Bentota,Malawala
Galle,Bentota,"Ihala Malawela"
Galle,Bentota,Kotuwabendahena
Galle,Bentota,"Kuda Uragaha"
Galle,Bentota,"Maha Uragaha"
Galle,Bentota,Delkabalagoda
Galle,Bentota,Hipanwatta
Galle,Balapitiya,Doowemodara
Galle,Balapitiya,"Nanetota Palathe"
Galle,Balapitiya,"Pelegas Palatha"
Galle,Balapitiya,Wathurawela
Galle,Balapitiya,Boraluketiya
Galle,Balapitiya,"Pathiraja Pedesa"
Galle,Balapitiya,"Polathu Palatha"
Galle,Balapitiya,Katuvila
Galle,Balapitiya,Mahapitiya
Galle,Balapitiya,Nape
Galle,Balapitiya,Kudagodagama
Galle,Balapitiya,"Hegalla Piyagama"
Galle,Balapitiya,Godapitiya
Galle,Balapitiya,Kosgoda
Galle,Balapitiya,Ahungalla
Galle,Balapitiya,Middaramulla
Galle,Balapitiya,Bogahapitiya
Galle,Balapitiya,Galvehera
Galle,Balapitiya,Pathirajagama
Galle,Balapitiya,Madoowa
Galle,Balapitiya,Kadiragonna
Galle,Balapitiya,Makumbura
Galle,Balapitiya,Wathuregama
Galle,Balapitiya,Wellabada
Galle,Balapitiya,Pathegamgoda
Galle,Balapitiya,Weliwathugoda
Galle,Balapitiya,"Brahmanawatta North"
Galle,Balapitiya,"Brahmanawatta South"
Galle,Balapitiya,Galmangoda
Galle,Balapitiya,Wandadoowa
Galle,Balapitiya,"Heenatiya North"
Galle,Balapitiya,Mahaladoowa
Galle,Balapitiya,Seenigoda
Galle,Balapitiya,"Heenatiya South"
Galle,Balapitiya,Mahakarawa
Galle,Balapitiya,Elathota
Galle,Balapitiya,Balapitiya
Galle,Balapitiya,Berathuduwa
Galle,Balapitiya,Andadola
Galle,Balapitiya,Patiwatta
Galle,Balapitiya,Wathugedara
Galle,Balapitiya,Paragahathota
Galle,Balapitiya,"Wathugedara South"
Galle,Balapitiya,Kurunduwatta
Galle,Balapitiya,Walagedara
Galle,Balapitiya,"Randombe North"
Galle,Balapitiya,Wadumulla
Galle,Balapitiya,Viharagoda
Galle,Balapitiya,Kandegoda
Galle,Balapitiya,Bogahawatta
Galle,Balapitiya,"Randombe South"
Galle,Karandeniya,"Wal- Inguruketiya"
Galle,Karandeniya,"Uragasmanhandiya North"
Galle,Karandeniya,Galpottawala
Galle,Karandeniya,Meegaspitiya
Galle,Karandeniya,Mendorawala
Galle,Karandeniya,"Uragasmanhandiya South"
Galle,Karandeniya,Yatagala
Galle,Karandeniya,"Uragasmanhadiya East"
Galle,Karandeniya,Mabingoda
Galle,Karandeniya,Hipankanda
Galle,Karandeniya,Siripura
Galle,Karandeniya,Beligaswella
Galle,Karandeniya,Halgahawella
Galle,Karandeniya,"Lenagal Palatha"
Galle,Karandeniya,"Magala North"
Galle,Karandeniya,Kaluwalagoda
Galle,Karandeniya,Diyapitagallana
Galle,Karandeniya,Angulugalla
Galle,Karandeniya,"Magala South"
Galle,Karandeniya,Pehembiyakanda
Galle,Karandeniya,Unagaswela
Galle,Karandeniya,Madakumbura
Galle,Karandeniya,Thalgahawatta
Galle,Karandeniya,Mandakanda
Galle,Karandeniya,Anganaketiya
Galle,Karandeniya,Borakanda
Galle,Karandeniya,Mahaedanda
Galle,Karandeniya,"Karandeniya North"
Galle,Karandeniya,Randenigama
Galle,Karandeniya,Mahagoda
Galle,Karandeniya,"Karandeniya South"
Galle,Karandeniya,Dangahawila
Galle,Karandeniya,Egodawela
Galle,Karandeniya,Diviyagahawela
Galle,Karandeniya,"Kiri Nuge"
Galle,Karandeniya,Kiripedda
Galle,Karandeniya,"Galagoda Atta"
Galle,Karandeniya,"Ihala Kiripedda"
Galle,Karandeniya,"Kurundugaha hetekma"
Galle,Karandeniya,Jayabima
Galle,Elpitiya,Avittava
Galle,Elpitiya,"Pahala Omaththa"
Galle,Elpitiya,Omaththa
Galle,Elpitiya,Metiviliya
Galle,Elpitiya,Himbutugoda
Galle,Elpitiya,Idipalegoda
Galle,Elpitiya,Dikhena
Galle,Elpitiya,Delpona
Galle,Elpitiya,"Ihala Omaththa"
Galle,Elpitiya,"Digala Nagahathenna"
Galle,Elpitiya,Opatha
Galle,Elpitiya,"Goluwamulla North"
Galle,Elpitiya,"Goluvamulla West"
Galle,Elpitiya,Goluwamulla
Galle,Elpitiya,Atakohota
Galle,Elpitiya,"Elpitiya North"
Galle,Elpitiya,"Elpitiya East"
Galle,Elpitiya,Poojagallena
Galle,Elpitiya,"Ketandola Udovita"
Galle,Elpitiya,Sittaragoda
Galle,Elpitiya,Amugoda
Galle,Elpitiya,Kellapatha
Galle,Elpitiya,Thalagaspe
Galle,Elpitiya,"Thalagaspe West"
Galle,Elpitiya,"Wallambagala North"
Galle,Elpitiya,"Elpitiya South"
Galle,Elpitiya,"Elpitiya Central"
Galle,Elpitiya,Nawadagala
Galle,Elpitiya,Batuwanhena
Galle,Elpitiya,Igala
Galle,Elpitiya,"Igala East"
Galle,Elpitiya,Pelandagoda
Galle,Elpitiya,Wallambagala
Galle,Elpitiya,Ambana
Galle,Elpitiya,"Ambana North"
Galle,Elpitiya,"Pituwala South"
Galle,Elpitiya,"Pituwala South"
Galle,Elpitiya,"Kudagala Kadirandola"
Galle,Elpitiya,"Igala Thalawa East"
Galle,Elpitiya,"Igala Thalawa"
Galle,Elpitiya,Ella
Galle,Elpitiya,"Ella Thanabaddegama"
Galle,Elpitiya,"Mahawela Abhayapura"
Galle,Elpitiya,"Pituwala West"
Galle,Elpitiya,Eramulla
Galle,Elpitiya,Pinikahana
Galle,Elpitiya,Kahadoowa
Galle,Elpitiya,Thibbotuwawa
Galle,Elpitiya,Wathuruwila
Galle,Elpitiya,Rekadahena
Galle,Elpitiya,"Kahadoowa South"
Galle,Niyagama,"Pitigala North"
Galle,Niyagama,Uhanovita
Galle,Niyagama,Hanttaka
Galle,Niyagama,Kaluaarachchigoda
Galle,Niyagama,Pitigala
Galle,Niyagama,Karawwa
Galle,Niyagama,Boraluhena
Galle,Niyagama,"Bangamu Kanda"
Galle,Niyagama,"Godamuna North"
Galle,Niyagama,Marthupitiya
Galle,Niyagama,"Godamuna South"
Galle,Niyagama,Liyanagamakanda
Galle,Niyagama,"Usbim Colony"
Galle,Niyagama,Bambarawana
Galle,Niyagama,Mattaka
Galle,Niyagama,Weihena
Galle,Niyagama,Amaragama
Galle,Niyagama,Naranovita
Galle,Niyagama,Porawagama
Galle,Niyagama,Kimbulawala
Galle,Niyagama,"Poddiwala West"
Galle,Niyagama,"Poddiwala East"
Galle,Niyagama,Maraggoda
Galle,Niyagama,Duwegoda
Galle,Niyagama,"Porawagama South"
Galle,Niyagama,Wattehena
Galle,Niyagama,Manampita
Galle,Niyagama,Niyagama
Galle,Niyagama,"Niyagama West"
Galle,Niyagama,Polpelaketiya
Galle,Niyagama,"Horangalla West"
Galle,Niyagama,"Horangalla Thalawa"
Galle,Niyagama,"Horangalla (Akulavila)"
Galle,Niyagama,"Niyagama South"
Galle,Thawalama,"Ela Ihala"
Galle,Thawalama,"Ela Ihala North"
Galle,Thawalama,Kumburegoda
Galle,Thawalama,"Habarakada East"
Galle,Thawalama,"Habarakada West"
Galle,Thawalama,Kudugalpala
Galle,Thawalama,Batahena
Galle,Thawalama,"Thawalama North"
Galle,Thawalama,"Thawalama Mookalana"
Galle,Thawalama,"Thawalama South"
Galle,Thawalama,"Hiniduma North"
Galle,Thawalama,"Hiniduma West"
Galle,Thawalama,"Hiniduma South"
Galle,Thawalama,Malgalla
Galle,Thawalama,"Halvitigala Colony Step 1"
Galle,Thawalama,"Halvitigala Colony Step 2"
Galle,Thawalama,"Dammala Colony"
Galle,Thawalama,"Thalangalla East"
Galle,Thawalama,"Thalangalla West"
Galle,Thawalama,Malhathawa
Galle,Thawalama,"Panangala West"
Galle,Thawalama,"Panangala North"
Galle,Thawalama,"Panangalla East"
Galle,Thawalama,Thalangalla
Galle,Thawalama,Dammala
Galle,Thawalama,"Opatha North"
Galle,Thawalama,"Opatha West"
Galle,Thawalama,Koralegama
Galle,Thawalama,Eppala
Galle,Thawalama,Gallandala
Galle,Thawalama,"Opatha South"
Galle,Thawalama,"Opatha East"
Galle,Thawalama,"Weerapana North"
Galle,Thawalama,"Weerapana West"
Galle,Thawalama,"Weerapana South"
Galle,Thawalama,"Weerapana East"
Galle,Neluwa,Danawala
Galle,Neluwa,"Mavita West"
Galle,Neluwa,"Batuwangala West"
Galle,Neluwa,Kosmulla
Galle,Neluwa,Thambalagama
Galle,Neluwa,Ehelapitiya
Galle,Neluwa,Batuwangala
Galle,Neluwa,"Mavita East"
Galle,Neluwa,Koswatta
Galle,Neluwa,"Ebalagedara North"
Galle,Neluwa,"Embalegedara South"
Galle,Neluwa,Mawanana
Galle,Neluwa,Neluwa
Galle,Neluwa,"Pahala Maddegama"
Galle,Neluwa,"Meddegama East"
Galle,Neluwa,Happitiya
Galle,Neluwa,Madugeta
Galle,Neluwa,Warukandeniya
Galle,Neluwa,Lankagama
Galle,Neluwa,Dellawa
Galle,Neluwa,Miyanawathura
Galle,Neluwa,Pannimulla
Galle,Neluwa,"Ihala Maddegama"
Galle,Neluwa,Medagama
Galle,Neluwa,"Pahala Gigummaduwa"
Galle,Neluwa,"Ihala Gigummaduwa"
Galle,Neluwa,Lelwala
Galle,Neluwa,"Ihala Lewala"
Galle,Neluwa,Panagoda
Galle,Neluwa,"Dewalegama West"
Galle,Neluwa,"Dewalegama East"
Galle,Neluwa,"Millawa West"
Galle,Neluwa,"Ihala Millawa"
Galle,Neluwa,"Pahala Millawa"
Galle,Nagoda,Thalgaswala
Galle,Nagoda,Marakanda
Galle,Nagoda,Malamura
Galle,Nagoda,"Aluth Thanayamgoda Pahala West"
Galle,Nagoda,Mapalagama
Galle,Nagoda,"Aluth Thanayamgoda Pahala"
Galle,Nagoda,"Aluth Thanayamgoda Ihala South"
Galle,Nagoda,"Aluth Thanayamgoda Ihala"
Galle,Nagoda,"Ketagoda South"
Galle,Nagoda,"Ketagoda North"
Galle,Nagoda,"Parana Thanayamgoda"
Galle,Nagoda,"Parana Thanayamgoda Central"
Galle,Nagoda,"Parana Thanayamgoda Pahala"
Galle,Nagoda,"Gonalagoda East"
Galle,Nagoda,Gonalagoda
Galle,Nagoda,Gammeddegoda
Galle,Nagoda,"Gammeddegoda South"
Galle,Nagoda,"Nagoda Ihala"
Galle,Nagoda,Nagoda
Galle,Nagoda,Kurupanawa
Galle,Nagoda,Gonadeniya
Galle,Nagoda,"Ukovita North"
Galle,Nagoda,"Udugama West"
Galle,Nagoda,"Udugama North"
Galle,Nagoda,Homadola
Galle,Nagoda,"Udugama East"
Galle,Nagoda,Udugama
Galle,Nagoda,Ukovita
Galle,Nagoda,"Gonadeniya South"
Galle,Nagoda,"Udalamatta East"
Galle,Nagoda,"Udalamatta North"
Galle,Nagoda,Kappitiyagoda
Galle,Nagoda,Udawalivitiya
Galle,Nagoda,"Udawelivitithalawa East"
Galle,Nagoda,Udawelivitithalawa
Galle,Nagoda,"Udawelivitiya West"
Galle,Nagoda,"Keppitiyagoda North"
Galle,Nagoda,Budapanagama
Galle,Nagoda,Unanvitiya
Galle,Nagoda,"Unanvitiya East"
Galle,Nagoda,"Urala North"
Galle,Nagoda,Yatalamatta
Galle,Nagoda,"Yatalamatta East"
Galle,Nagoda,"Udamatta South"
Galle,Nagoda,"Udugama South"
Galle,Nagoda,"Udugama Central"
Galle,Nagoda,Aluthwatta
Galle,Nagoda,Hangaranwala
Galle,Nagoda,"Yatalamatta West"
Galle,Nagoda,"Urala Central"
Galle,Nagoda,"Urala South"
Galle,Nagoda,"Urala East"
Galle,NAgoda,"Urala Pahala"
